include,v,do,id,powo,taxon_name,taxon_authors,species_syn,species_alt,group,item,description,related,also,source,petruzzello,hill,dalby,vanwyk,anderson,katzer,ucla,polyu,freq,category,tag,comment,kingdom,part,wikipedia,britannica,common_names,wyk_name,dalby_name,hill_name,anderson_name,katzer_name,amar_name,hu_name,wiki_name,other_name,etymologies,wiktionary,plant name,region_of_origin,origin dalby,lat,lon,location,macroarea,cultivation,color,taste_smell,heat,major_uses,ill_source,ill_page,ill_key,ill_link,other_links,wn_plant,wn,wn_comment,English,en_alt,Arabic,ar,ar_literal,ar_alt,Chinese,zh,zh_literal,zh_alt,zh_notes,Hungarian,hu_literal,hu_alt,hu_notes,Cantonese,yu,yu literal,notes,operative,pharmaceutical,tcm,tcm_db,tcm_url,tcm_zh,tcm_pinyin,tcm_en,tcm_desc,medicinal_group,nature_and_flavors,meridian_affinity,action,foc,hu_history_1990,year recorded in TCM,ayurveda,gbif,trop,eol,ncbi,Hindi,hi,hi literal,Hi alt ,Indonesian,Persian
out,18.0,,,,,,,,,Japanese Ardisia Herb,,,,polyu_chinese_2020,,,,,,,,1.0,1,medicine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,矮地茶,ǎidìchá,,,,,,,,,,,,,Ardisiae Japonicae Herba,1.0,polyu-tcm,,矮地茶,ǎidìchá,Japanese Ardisia Herb,Dried herb of Ardisia japonica (Thunb.) Blume (Fam. Myrsinaceae),Cough-suppressing and panting-calming medicinal,"pungent, slightly bitter; neutral","Lung, Liver",,,,,,,,,,,,,,,
out,18.0,,,,,,,,,Japanese Climbing Fern Spore,,,,polyu_chinese_2020,,,,,,,,1.0,1,medicine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,海金沙,hǎijīnshā,,,,,,,,,,,,,Lygodii Spora,1.0,polyu-tcm,,海金沙,hǎijīnshā,Japanese Climbing Fern Spore,Dried ripe spores of Lygodium japonicum (Thunb.) Sw. (Fam. Lygodiaceae),Strangury-relieving diuretic medicinal,"sweet, salty; cold","Bladder, Small intestine",,,,,,,,,,,,,,,
out,18.0,,,,,,,,,Japanese Honeysuckle Flower,,,,polyu_chinese_2020,,,,,,,,1.0,1,medicine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,金銀花,jīnyínhuā,,,,,,,,,,,,,Lonicerae Japonicae Flos,1.0,polyu-tcm,,金銀花,jīnyínhuā,Japanese Honeysuckle Flower,Dried flower bud or opening flower of Lonicera japonica Thunb. (Fam. Caprifoliaceae),Heat-clearing and detoxicating medicinal,sweet; cold,"Lung, Heart, Stomach",,,,,,,,,,,,,,,
out,18.0,,,,,,,,,Japanese Pagodatree Pod,,,,polyu_chinese_2020,,,,,,,,1.0,1,medicine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,槐角,huáijiǎo,,,,,,,,,,,,,Sophorae Fructus,1.0,polyu-tcm,,槐角,huáijiǎo,Japanese Pagodatree Pod,Driedripe fruit of Sophora japonica L. (Fam. Fabaceae),Blood-cooling hemostatic medicinal,bitter; cold,"Liver, Large intestine",,,,,,,,,,,,,,,
out,18.0,,,,,,,,,Japanese Raisin Tree Seed,,,,polyu_chinese_2020,,,,,,,,1.0,1,medicine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,枳椇子,zhījǔzǐ,,,,,,,,,,,,,Hoveniae Dulcis Semen,1.0,polyu-tcm,,枳椇子,zhījǔzǐ,Japanese Raisin Tree Seed,"Dried ripe seed of Hovenia dulcis Thumb., Hovenia acerba Lindi. or Hovenia trichocarpa Chun et Tsiang (Fam. Rhamnaceae)",Yin-tonifying medicinal,sweet; neutral,"Heart, Spleen, Lung",,,,,,,,,,,,,,,
out,18.0,,,,,,,,,Japanese Thistle Herb,,,,polyu_chinese_2020,,,,,,,,1.0,1,medicine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,大薊,dàjì,,,,,,,,,,,,,Cirsii Japonici Herba,1.0,polyu-tcm,,大薊,dàjì,Japanese Thistle Herb,Dried aerial part of Cirsium japonicum Fisch. ex DC. (Fam. Compositae),Blood-cooling hemostatic medicinal,"sweet, bitter; cool","Heart, Liver",,,,,,,,,,,,,,,
out,18.0,,,,,,,,,Jave Brucea Fruit,,,,polyu_chinese_2020,,,,,,,,1.0,1,medicine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,鴉膽子,yādǎnzǐ,,,,,,,,,,,,,Bruceae Fructus,1.0,polyu-tcm,,鴉膽子,yādǎnzǐ,Jave Brucea Fruit,Dried ripe fruit of Brucea javanica (L.) Merr. (Fam. Simarubaceae),Heat-clearing and detoxicating medicinal,bitter; cold; slightly toxic,"Liver, Large intestine",,,,,,,,,,,,,,,
out,18.0,,,,,,,,,Kadsura Pepper Stem,,,,polyu_chinese_2020,,,,,,,,1.0,1,medicine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,海風藤,hǎifēngténg,,,,,,,,,,,,,Piperis Kadsurae Caulis,1.0,polyu-tcm,,海風藤,hǎifēngténg,Kadsura Pepper Stem,Dried stem of Piper kadsura (Choisy) Ohwi (Fam. Piperaceae),Wind-dampness-dispelling and cold-dispersing medicinal,"pungent, bitter; slightly warm",Liver,,,,,,,,,,,,,,,
out,17.0,,,,,,,,,Katsumada Galangal Seed,,,,polyu_chinese_2020,,,,,,,,1.0,1,medicine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,草豆蔻,cǎodòukòu,,,,,,,,,,,,,Alpiniae Katsumdai Semen,1.0,polyu-tcm,,草豆蔻,cǎodòukòu,,Dried almost ripe seed of Alpinia katsumadai Hayata (Fam. Zingiberaceae),Dampness-resolving medicinal,pungent; warm,"Spleen, Stomach",,,,,,,,,,,,,,,
out,18.0,,,,,,,,,Kelp or Tangle,,,,polyu_chinese_2020,,,,,,,,1.0,1,medicine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,昆布,kūnbù,,,,,,,,,,,,,Laminariae Thallus Eckloniae Thallus,1.0,polyu-tcm,,昆布,kūnbù,Kelp or Tangle,Dried thalline of Laminaria japonica Aresch. or Ecklonia kurome Okan. (Fam. Laminariaceae),Phlegm resolving medicinal,salty; cold,"Liver, Kidney, Stomach",,,,,,,,,,,,,,,
out,18.0,,,,,,,,,Knoxia Root,,,,polyu_chinese_2020,,,,,,,,1.0,1,medicine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,紅大戟,hóngdàjǐ,,,,,,,,,,,,,Knoxiae Radix,1.0,polyu-tcm,,紅大戟,hóngdàjǐ,Knoxia Root,Dried tuber root of Knoxia valerianoides Thorel et Pitard (Fam. Rubiaceae),Drastic (purgative) water-expelling medicinal,bitter; cold; slightly toxic,"Lung, Spleen, Kidney",,,,,,,,,,,,,,,
out,18.0,,,,,,,,,Lalang Grass Rhizome,,,,polyu_chinese_2020,,,,,,,,1.0,1,medicine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,白茅根,báimáogēn,,,,,,,,,,,,,Imperatae Rhizoma,1.0,polyu-tcm,,白茅根,báimáogēn,Lalang Grass Rhizome,Dried rhizome of Imperata cylindrica Beauv. Var. major (Nees) C.E. Hubb. (Fam. Gramineae),Blood-cooling hemostatic medicinal,sweet; cold,"Lung, Stomach, Bladder",,,,,,,,,,,,,,,
out,18.0,,,,,,,,,Largehead Atractylodes Rhizome,,,,polyu_chinese_2020,,,,,,,,1.0,1,medicine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,白朮,báishù,,,,,,,,,,,,,Atractylodis Macrocphalae Rhizoma,1.0,polyu-tcm,,白朮,báishù,Largehead Atractylodes Rhizome,Dried rhizome of Atractylodes macrocephala Koidz. (Fam. Compositae),Qi-tonifying medicinal,"sweet, bitter; warm","Spleen, Stomach",,,,,,,,,,,,,,,
out,18.0,,,,,,,,,Largeleaf Gentian Root,,,,polyu_chinese_2020,,,,,,,,1.0,1,medicine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,秦艽,qínqíu,,,,,,,,,,,,,Gentianae Macrophyllae Radix,1.0,polyu-tcm,,秦艽,qínqíu,Largeleaf Gentian Root,"Dried root of Gentiana macrophylla Pall., Gentiana straminea Maxim., Gentiana crassicaulis Duthie ex Burk. or Gentiana dahurica Fisch. (Fam. Gentianaceae)",Wind-dampness-dispelling and heat-clearing medicinal,"pungent, bitter; neutral","Stomach, Liver, Gallbladder",,,,,,,,,,,,,,,
out,18.0,,,,,,,,,Largetrifoliolious Bugbane Rhizome,,,,polyu_chinese_2020,,,,,,,,1.0,1,medicine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,升麻,shēngmá,,,,,,,,,,,,,Cimicifugae Rhizoma,1.0,polyu-tcm,,升麻,shēngmá,Largetrifoliolious Bugbane Rhizome,"Dried rhizome of Cimicifuga heracleifolia Kom., Cimicifuga dahurica (Turcz.) Maxim. or Cimicifuga foetida L. (Fam. Ranunculaceae)",Wind-heat dispersing medicinal,"pungent, slightly sweet; slightly cold","Lung, Spleen, Stomach, Large intestine",,,,,,,,,,,,,,,
out,18.0,,,,,,,,,Leech,,,,polyu_chinese_2020,,,,,,,,1.0,1,medicine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,水蛭,shǔizhì,,,,,,,,,,,,,Hirudo,1.0,polyu-tcm,,水蛭,shǔizhì,Leech,"Dried body of Whitmania pigra Whitman, Hirudo mipponica Whitman or Whitmania acranulata Whitman (Fam. Hirudinidae)",Blood-breaking mass eliminating medicinal,"salty, bitter; neutral; slightly toxic",Liver,,,,,,,,,,,,,,,
out,18.0,,,,,,,,,Lesser Galangal Rhizome,,,,polyu_chinese_2020,,,,,,,,1.0,1,medicine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,高良薑,gāoliángjiāng,,,,,,,,,,,,,Alpiniae Officinarum Rhizoma,1.0,polyu-tcm,,高良薑,gāoliángjiāng,Lesser Galangal Rhizome,Dried rhizome of Alpinia officinarum Hance (Fam. Zingiberaceae),Interior-warming medicinal,pungent; hot,"Spleen, Stomach",,,,,,,,,,,,,,,
out,18.0,,,,,,,,,Lightyellow Sophora Root,,,,polyu_chinese_2020,,,,,,,,1.0,1,medicine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,苦參,kǔcān,,,,,,,,,,,,,Sophorae Flavescentis Radix,1.0,polyu-tcm,,苦參,kǔcān,Lightyellow Sophora Root,Dried root of Sophora flavescens Ait. (Fam. Fabaceae),Heat-clearing and dampness-drying medicinal,bitter; cold,"Liver, Heart, Stomach, Large intestine, Bladder",,,,,,,,,,,,,,,
out,18.0,,,,,,,,,Lilac Daphne Flower Bud,,,,polyu_chinese_2020,,,,,,,,1.0,1,medicine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,芫花,yuánhuā,,,,,,,,,,,,,Genkwa Flos,1.0,polyu-tcm,,芫花,yuánhuā,Lilac Daphne Flower Bud,Dried flower bud of Daphne genkwa Sieb. et Zucc. (Fam. Thymelaeaceae),Drastic (purgative) water-expelling medicinal,"bitter, pungent; warm; toxic","Lung, Spleen, Kidney",,,,,,,,,,,,,,,
out,18.0,,,,,,,,,Lilac Pink Herb,,,,polyu_chinese_2020,,,,,,,,1.0,1,medicine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,瞿麥,jùmài,,,,,,,,,,,,,Dianthi Herba,1.0,polyu-tcm,,瞿麥,jùmài,Lilac Pink Herb,Dried aerial part of Diathus superbus L. or Dianthus chinensis L. (Fam. Caryophyllaceae),Strangury-relieving diuretic medicinal,bitter; cold,"Heart, Small intestine",,,,,,,,,,,,,,,
out,18.0,,,,,,,,,Lily Bulb,,,,polyu_chinese_2020,,,,,,,,1.0,1,medicine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,百合,bǎihé,,,,,,,,,,,,,Lilii Bulbus,1.0,polyu-tcm,,百合,bǎihé,Lily Bulb,"Dried fleshly scale leaf of Lilium lancifolium Thunb., Lilium brownii F. E. Brown var. viridulum Baker or Lilium pumpilum DC. (Fam. Liliaceae)",Yin-tonifying medicinal,sweet; cold,"Heart, Lung",,,,,,,,,,,,,,,
out,18.0,,,,,,,,,Limonitum,,,,polyu_chinese_2020,,,,,,,,1.0,1,medicine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,禹餘糧,yǔyúliáng,,,,,,,,,,,,,Limonite,1.0,polyu-tcm,,禹餘糧,yǔyúliáng,Limonitum,"Mineral of limonite of hydroxides, containing mainly basic ferric oxide [FeO(OH)]",Astringent medicinal,"sweet, astringent; slightly cold","Stomach, Large intestine",,,,,,,,,,,,,,,
out,18.0,,,,,,,,,Linseed,,,,polyu_chinese_2020,,,,,,,,1.0,1,medicine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,亞麻子,yàmázǐ,,,,,,,,,,,,,Lini Semen,1.0,polyu-tcm,,亞麻子,yàmázǐ,Linseed,Dried ripe seed of Linum ustatissimum L. (Fam. Linaceae),Laxative medicinal,sweet; neutral,"Liver, Lung, Large intestine",,,,,,,,,,,,,,,
out,18.0,,,,,,,,,Liquorice Root,,,,polyu_chinese_2020,,,,,,,,1.0,1,medicine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,甘草,gāncǎo,,,,,,,,,,,,,Glycyrrhizae Radix et Rhizoma,1.0,polyu-tcm,,甘草,gāncǎo,Liquorice Root,"Dried root and rhizome of Glycyrrhiza uralensis Fish., Glycyrrhiza inflata Bat. or Glycyrrhiza glabra L. (Fam. Fabaceae)",Qi-tonifying medicinal,sweet; neutral,"Heart, Spleen, Lung, Stomach",,,,,,,,,,,,,,,
out,18.0,,,,,,,,,Longan Aril,,,,polyu_chinese_2020,,,,,,,,1.0,1,medicine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,龍眼肉,lóngyǎnròu,,,,,,,,,,,,,Longan Arillus,1.0,polyu-tcm,,龍眼肉,lóngyǎnròu,Longan Aril,Aril of Dimocarpus longan Lour. (Fam. Sapindaceae),Blood-tonifying medicinal,sweet; warm,"Heart, Spleen",,,,,,,,,,,,,,,
out,18.0,,,,,,,,,Long-nosed Pit Viper,,,,polyu_chinese_2020,,,,,,,,1.0,1,medicine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,蔪蛇,jiànshé,,,,,,,,,,,,,Agkistrodon,1.0,polyu-tcm,,蔪蛇,jiànshé,Long-nosed Pit Viper,Dried body of Agkistrodon acutus (Güenther) (Fam. Viperidae),Wind-dampness-dispelling and cold-dispersing medicinal,"sweet, salty; warm; toxic",Liver,,,,,,,,,,,,,,,
out,18.0,,,,,,,,,Longstamen Onion Bulb,,,,polyu_chinese_2020,,,,,,,,1.0,1,medicine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,薤白,xièbái,,,,,,,,,,,,,Allii Macrostemonis Bulbus,1.0,polyu-tcm,,薤白,xièbái,Longstamen Onion Bulb,Dried bulb of Allium macrostemon Bge. or Allium chinensis G. Don (Fam. Liliaceae),Qi-regulating medicinal,"pungent, bitter; warm","Lung, Stomach, Large intestine",,,,,,,,,,,,,,,
out,18.0,,,,,,,,,Longtube Ground Ivy Herb,,,,polyu_chinese_2020,,,,,,,,1.0,1,medicine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,連錢草,liánqiáncǎo,,,,,,,,,,,,,Glechomae Herba,1.0,polyu-tcm,,連錢草,liánqiáncǎo,Longtube Ground Ivy Herb,Dried aerial part of Glechoma longituba (Nakai) Kupr. (Fam. Labiatae),Strangury-relieving diuretic medicinal,"pungent, slightly bitter; slightly cold","Liver, Kidney, Bladder",,,,,,,,,,,,,,,
out,18.0,,,,,,,,,Lophatherum Herb,,,,polyu_chinese_2020,,,,,,,,1.0,1,medicine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,淡竹葉,dànzhúyè,,,,,,,,,,,,,Lophatheri Herba,1.0,polyu-tcm,,淡竹葉,dànzhúyè,Lophatherum Herb,Dried stem and leaf of Lophatherum gracile Brongn. (Fam. Gramineae),Heat-clearing and fire-purging medicinal,"sweet, bland; cold","Heart, Stomach, Small intestine",,,,,,,,,,,,,,,
out,18.0,,,,,,,,,Loquat Leaf,,,,polyu_chinese_2020,,,,,,,,1.0,1,medicine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,枇杷葉,pípáyè,,,,,,,,,,,,,Eriobotryae Folium,1.0,polyu-tcm,,枇杷葉,pípáyè,Loquat Leaf,Dried leaf of Eriobotrya japonica (Thunb.) Lindl. (Fam. Roseae),Cough-suppressing and panting-calming medicinal,bitter; slightly cold,"Lung, Stomach",,,,,,,,,,,,,,,
out,18.0,,,,,,,,,Lotus Leaf,,,,polyu_chinese_2020,,,,,,,,1.0,1,medicine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,荷葉,héyè,,,,,,,,,,,,,Nelumbinis Folium,1.0,polyu-tcm,,荷葉,héyè,Lotus Leaf,Dried leaf of Nelumbo nucifera Gaertn. (Fam. Nymphaeaceae),Heat-clearing and blood-cooling medicinal,bitter; neutral,"Liver, Spleen, Stomach",,,,,,,,,,,,,,,
out,18.0,,,,,,,,,Lotus Plumule,,,,polyu_chinese_2020,,,,,,,,1.0,1,medicine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,蓮子心,liánzǐxīn,,,,,,,,,,,,,Nelumbinis Plumula,1.0,polyu-tcm,,蓮子心,liánzǐxīn,Lotus Plumule,Dried young cotyledon and radicile of the ripe seed of Nelumbo nucifera Gaertn. (Fam. Nymphaeaceae),Heat-clearing and blood-cooling medicinal,bitter; cold,"Heart, Kidney",,,,,,,,,,,,,,,
out,18.0,,,,,,,,,Lotus Receptacle,,,,polyu_chinese_2020,,,,,,,,1.0,1,medicine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,蓮房,liánfáng,,,,,,,,,,,,,Nelumbinis Receptaculum,1.0,polyu-tcm,,蓮房,liánfáng,Lotus Receptacle,Dried receptacle of Nelumbo ncifera Gaertn. (Fam. Nymphaeaceae),Stasis-resolving hemostatic medicinal,"bitter, astringent; warm",Liver,,,,,,,,,,,,,,,
out,18.0,,,,,,,,,Lotus Rhizome Node,,,,polyu_chinese_2020,,,,,,,,1.0,1,medicine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,藕節,ǒujié,,,,,,,,,,,,,Nelumbinis Rhizomatis Nodus,1.0,polyu-tcm,,藕節,ǒujié,Lotus Rhizome Node,Dried node of Nelumbo nucifera Gaertn. (Fam. Nymphaeaceae),Astringent hemostatic medicinal,"sweet, astringent; neutral","Liver, Lung, Stomach",,,,,,,,,,,,,,,
out,18.0,,,,,,,,,Lotus Seed,,,,polyu_chinese_2020,,,,,,,,1.0,1,medicine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,蓮子,liánzǐ,,,,,,,,,,,,,Nelumbinis Semen,1.0,polyu-tcm,,蓮子,liánzǐ,Lotus Seed,Dried ripe seed of Nelumbo nucifera Gaertn. (Fam. Nymphacaceae),Astringent medicinal,"sweet, astringent; neutral","Spleen, Kidney, Heart",,,,,,,,,,,,,,,
out,18.0,,,,,,,,,Lotus Stamen,,,,polyu_chinese_2020,,,,,,,,1.0,1,medicine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,蓮鬚,liánxū,,,,,,,,,,,,,Nelumbinis Stamen,1.0,polyu-tcm,,蓮鬚,liánxū,Lotus Stamen,Dried stamen of Nelumbo nucifera Gaertn. (Fam. Nymphaeaceae),Astringent medicinal,"sweet, astringent; neutral","Heart, Kidney",,,,,,,,,,,,,,,
out,18.0,,,,,,,,,Luffa Vegetable Sponge,,,,polyu_chinese_2020,,,,,,,,1.0,1,medicine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,絲瓜絡,sīguāluò,,,,,,,,,,,,,Luffae Fructus Retinervus,1.0,polyu-tcm,,絲瓜絡,sīguāluò,Luffa Vegetable Sponge,Dried vascular bundles of ripe fruit of Luffa cylindrica (L.) Roem. (Fam. Cucurbitaceae),Wind-dampness-dispelling and cold-dispersing medicinal,sweet; neutral,"Lung, Stomach, Liver",,,,,,,,,,,,,,,
out,18.0,,,,,,,,,Lychee Seed,,,,polyu_chinese_2020,,,,,,,,1.0,1,medicine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,荔枝核,lìzhīhé,,,,,,,,,,,,,Litchi Semen,1.0,polyu-tcm,,荔枝核,lìzhīhé,Lychee Seed,Dried ripe seed of Litchi chinensis Sonn. (Fam. Sapindaceae),Qi-regulating medicinal,"sweet, slightly bitter; warm","Liver, Kidney",,,,,,,,,,,,,,,
out,18.0,,,,,,,,,Magnetite,,,,polyu_chinese_2020,,,,,,,,1.0,1,medicine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,磁石,císhí,,,,,,,,,,,,,Magnetitum,1.0,polyu-tcm,,磁石,císhí,Magnetite,Mineral of oxides of spinel group containing mainly ferroferric oxide (Fe3O4),Settling tranquillizing medicinal,salty; cold,"Liver, Heart, Kidney",,,,,,,,,,,,,,,
out,18.0,,,,,,,,,Malaytea Scurfpea Fruit,,,,polyu_chinese_2020,,,,,,,,1.0,1,medicine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,補骨脂,bǔgǔzhī,,,,,,,,,,,,,Psoraleae Fructus,1.0,polyu-tcm,,補骨脂,bǔgǔzhī,Malaytea Scurfpea Fruit,Dried ripe fruit of Psoralea corylifolia L. (Fam. Fabaceae),Yang-tonifying medicinal,"pungent, bitter; warm","Spleen, Kidney",,,,,,,,,,,,,,,
out,18.0,,,,,,,,,Manchurian Wildginger root,,,,polyu_chinese_2020,,,,,,,,1.0,1,medicine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,細辛,xìxīn,,,,,,,,,,,,,Asari Radix et Rhizoma,1.0,polyu-tcm,,細辛,xìxīn,Manchurian Wildginger root,"Dried root and rhizome of Asarum heterotropoides Fr. Schmidt var. mandshuricum (Maxim.) Kitag., Asarum sieboldii Miq. var. seoulense Nakai or Asarum sieboldii Miq. (Fam. Aristolochiaceae)",Wind-cold-dispersing medicinal,pungent; warm,"Heart, Lung, Kidney",,,,,,,,,,,,,,,
out,18.0,,,,,,,,,Mantis Egg-Case,,,,polyu_chinese_2020,,,,,,,,1.0,1,medicine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,桑螵蛸,sāngpiāoshāo,,,,,,,,,,,,,Mantidis Oötheca,1.0,polyu-tcm,,桑螵蛸,sāngpiāoshāo,Mantis Egg-Case,"Dried egg capsule of Tenodera sinesis Saussure, Statilia maculata (Thunberg) or Hierodula patellifera (Serville) (Fam. Mantidae)",Astringent medicinal,"sweet, salty; neutral","Liver, Kidney",,,,,,,,,,,,,,,
out,18.0,,,,,,,,,Manyprickle Acanthopanax,,,,polyu_chinese_2020,,,,,,,,1.0,1,medicine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,刺五加,cìwǔjiā,,,,,,,,,,,,,Acanthopanacis Senticosi Radix et Rhizoma Seu Caulis,1.0,polyu-tcm,,刺五加,cìwǔjiā,Manyprickle Acanthopanax,Dried root and rhizome or stem of Acanthopanax senticosus (Rupr. et Maxim.) Harms (Fam. Araliaceae),Qi-tonifying medicinal,"pungent, slightly bitter; warm","Heart, Spleen, Kidney",,,,,,,,,,,,,,,
out,18.0,,,,,,,,,Medicinal Changium Root,,,,polyu_chinese_2020,,,,,,,,1.0,1,medicine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,明黨參,míngdǎngcān,,,,,,,,,,,,,Changii Radix,1.0,polyu-tcm,,明黨參,míngdǎngcān,Medicinal Changium Root,Dried root of Changium smyrnioides Wolff (Fam. Apiaceae),Phlegm resolving medicinal,"sweet, slightly bitter; slightly cold","Lung, Spleen, Liver",,,,,,,,,,,,,,,
out,18.0,,,,,,,,,Medicinal Evodia Fruit,,,,polyu_chinese_2020,,,,,,,,1.0,1,medicine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,吳茱萸,wúzhūyú,,,,,,,,,,,,,Evodiae Fructus,1.0,polyu-tcm,,吳茱萸,wúzhūyú,Medicinal Evodia Fruit,"Dried nearly ripe fruit of Evodia rytaecarpa (Juss.) Benth., Evodia rutaecarpa (Juss.) Benth. var. officinalis (Dode) Huang or Evodia rutaecarpa (Juss.) Brnth. var. bodinieri (Dode) Huang (Fam. Rytaceae)",Interior-warming medicinal,"pungent, bitter; hot; slightly toxic","Liver, Spleen, Kidney, Stomach",,,,,,,,,,,,,,,
out,18.0,,,,,,,,,Medicine Terminalia Fruit,,,,polyu_chinese_2020,,,,,,,,1.0,1,medicine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,訶子,hēzǐ,,,,,,,,,,,,,Chebulae Fructus,1.0,polyu-tcm,,訶子,hēzǐ,Medicine Terminalia Fruit,Dried ripe fruit of Terminalia chebula Retz. or Terminalia chebula Retz. var. tomentella Kurt. (Fam. Combretaceae),Astringent medicinal,"bitter, astringent, sour; neutral","Lung, Large intestine",,,,,,,,,,,,,,,
out,18.0,,,,,,,,,Milkvetch Root,,,,polyu_chinese_2020,,,,,,,,1.0,1,medicine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,黃芪,huángqí,,,,,,,,,,,,,Astragali Radix,1.0,polyu-tcm,,黃芪,huángqí,Milkvetch Root,Dried root of Astragalus membranaceus (Fisch.) Bge. var. mongholicus (Bge.) Hsiao or Astragalus membranaceus (Fisch.) Bge. (Fam. Fabaceae),Qi-tonifying medicinal,sweet; warm,"Spleen, Lung",,,,,,,,,,,,,,,
out,18.0,,,,,,,,,Millet Sprout,,,,polyu_chinese_2020,,,,,,,,1.0,1,medicine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,穀芽,gǔyá,,,,,,,,,,,,,Setariae Germinatus Fructus,1.0,polyu-tcm,,穀芽,gǔyá,Millet Sprout,Dried germinated ripe fruit of Setaria italica (L.) Beauv. (Fam. Gramineae),Digestant medicinal,sweet; warm,"Spleen, Stomach",,,,,,,,,,,,,,,
out,18.0,,,,,,,,,Morinda Root,,,,polyu_chinese_2020,,,,,,,,1.0,1,medicine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,巴戟天,bājǐtiān,,,,,,,,,,,,,Morindae Officinalis Radix,1.0,polyu-tcm,,巴戟天,bājǐtiān,Morinda Root,Dried root of Morinda officinalis How (Fam. Rubiaceae),Yang-tonifying medicinal,"sweet, pungent; slightly warm","Kidney, Liver",,,,,,,,,,,,,,,
